Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	86.663	98.903	500	1600	S11_20180330_140005	SVM	0.3735	female.gibbon
2	Spectrogram 1	1	86.663	98.903	500	1600	S11_20180330_140005	RF	0.404	female.gibbon
3	Spectrogram 1	1	135.405	147.435	500	1600	S11_20180330_140005	SVM	0.115	female.gibbon
4	Spectrogram 1	1	135.405	147.435	500	1600	S11_20180330_140005	RF	0.354	female.gibbon
5	Spectrogram 1	1	652.072	657.782	500	1600	S11_20180330_140005	SVM	0.069	female.gibbon
6	Spectrogram 1	1	652.072	657.782	500	1600	S11_20180330_140005	RF	0.292	female.gibbon
7	Spectrogram 1	1	666.702	672.582	500	1600	S11_20180330_140005	SVM	0.071	female.gibbon
8	Spectrogram 1	1	666.702	672.582	500	1600	S11_20180330_140005	RF	0.166	female.gibbon
9	Spectrogram 1	1	1015.034	1020.984	500	1600	S11_20180330_140005	SVM	0.004	female.gibbon
10	Spectrogram 1	1	1015.034	1020.984	500	1600	S11_20180330_140005	RF	0.054	female.gibbon
11	Spectrogram 1	1	1053.385	1059.725	500	1600	S11_20180330_140005	SVM	0.041	female.gibbon
12	Spectrogram 1	1	1053.385	1059.725	500	1600	S11_20180330_140005	RF	0.114	female.gibbon
13	Spectrogram 1	1	2858.935	2865.076	500	1600	S11_20180330_140005	SVM	0.134	female.gibbon
14	Spectrogram 1	1	2858.935	2865.076	500	1600	S11_20180330_140005	RF	0.24	female.gibbon
15	Spectrogram 1	1	3535.038	3542.348	500	1600	S11_20180330_140005	SVM	0.03	female.gibbon
16	Spectrogram 1	1	3535.038	3542.348	500	1600	S11_20180330_140005	RF	0.102	female.gibbon
17	Spectrogram 1	1	4177.129	4182.449	500	1600	S11_20180330_140005	SVM	0.035	female.gibbon
18	Spectrogram 1	1	4177.129	4182.449	500	1600	S11_20180330_140005	RF	0.126	female.gibbon
19	Spectrogram 1	1	4210.43	4216.841	500	1600	S11_20180330_140005	SVM	0.01	female.gibbon
20	Spectrogram 1	1	4210.43	4216.841	500	1600	S11_20180330_140005	RF	0.078	female.gibbon
21	Spectrogram 1	1	5061.819	5067.439	500	1600	S11_20180330_140005	SVM	0.073	female.gibbon
22	Spectrogram 1	1	5061.819	5067.439	500	1600	S11_20180330_140005	RF	0.166	female.gibbon
23	Spectrogram 1	1	5500.373	5505.774	500	1600	S11_20180330_140005	SVM	0.015	female.gibbon
24	Spectrogram 1	1	5500.373	5505.774	500	1600	S11_20180330_140005	RF	0.076	female.gibbon
25	Spectrogram 1	1	5688.72	5694.42	500	1600	S11_20180330_140005	SVM	0.118	female.gibbon
26	Spectrogram 1	1	5688.72	5694.42	500	1600	S11_20180330_140005	RF	0.156	female.gibbon
27	Spectrogram 1	1	6090.993	6109.844	500	1600	S11_20180330_140005	SVM	0.329	female.gibbon
28	Spectrogram 1	1	6090.993	6109.844	500	1600	S11_20180330_140005	RF	0.55	female.gibbon
29	Spectrogram 1	1	6111.384	6129.624	500	1600	S11_20180330_140005	SVM	0.3875	female.gibbon
30	Spectrogram 1	1	6111.384	6129.624	500	1600	S11_20180330_140005	RF	0.482	female.gibbon
31	Spectrogram 1	1	6140.675	6155.205	500	1600	S11_20180330_140005	SVM	0.394	female.gibbon
32	Spectrogram 1	1	6140.675	6155.205	500	1600	S11_20180330_140005	RF	0.494	female.gibbon
33	Spectrogram 1	1	7149.224	7162.875	500	1600	S11_20180330_140005	SVM	0.202	female.gibbon
34	Spectrogram 1	1	7149.224	7162.875	500	1600	S11_20180330_140005	RF	0.256	female.gibbon
